id,subject,topic_code,topic_name,question,optionA,optionB,optionC,optionD,answer,explanation,difficulty,tags
L11102-Q039,L11,L11102,AI治理概念,以下何者是 MIT Media Lab 提出的數位信任提升工具？,Ping 測試,Cache ?存,Overclock 工具,Fact Checking 系統,D,事實查核減少假訊息增進信任。,2,"[""信任"", ""Fact Check""]"
L11102-Q040,L11,L11102,AI治理概念,XAI 在醫療影像診斷的應用主要目的為？,減少醫院床位,提高影片幀率,讓醫師理解模型依據以輔助決策,降低影印成本,C,醫師需信任與理解 AI 建議。,2,"[""醫療"", ""XAI""]"
L11102-Q041,L11,L11102,AI治理概念,AI 治理中常用 RACI 矩陣來定義？,顏色配置,雲端費用計價,角色與責任分工,資料壓縮,C,"Responsible, Accountable, Consulted, Informed。",2,"[""RACI""]"
L11102-Q042,L11,L11102,AI治理概念,『可撤回性 (Revocability)』原則允許？,使用者要求停止 AI 處理個資,即時顯示 FPS,線上升級硬體,隨機增量學習,A,使用者可撤回同意。,2,"[""Revocability""]"
L11102-Q043,L11,L11102,AI治理概念,在 AI 生命週期管理中，『ML?Ops』結合了 ML 與 ______ 的最佳實踐。,DevOps,HR,Payroll,CRM,A,ML?Ops 支援自動化部署與監控。,2,"[""MLOps""]"
L11102-Q044,L11,L11102,AI治理概念,模型部署後持續監控指標不包括？,數據漂移,使用者螢幕亮度,性能延遲,錯誤率,B,螢幕亮度非模型指標。,2,"[""監控""]"
L11102-Q045,L11,L11102,AI治理概念,使用『隱私沙盒 (Privacy Sandbox)』技術可在不揭露 ______ 的情況下提供廣告定向。,字型大小,螢幕解析度,品牌 logo,個人識別資訊,D,Privacy Sandbox 提倡分群匿名。,2,"[""Privacy Sandbox""]"
L11102-Q046,L11,L11102,AI治理概念,欲驗證高風險 AI 系統符合 EU AI Act，開發者需提交『技術文件 (Technical Documentation)』，其中不包括？,性能測試結果,模型版本歷史,資料治理程序,個人員工薪資,D,薪資資訊非技術文件要求。,3,"[""EU AI Act"", ""文件""]"
L11102-Q047,L11,L11102,AI治理概念,『可解釋 AI』與『正確性』之間的潛在衝突通常稱作 ______ 難題。,費曼難題,性能?解釋平衡 (Accuracy?Interpretability Trade?off),雙重支出,旅行推銷員,B,提高解釋性可能犧牲性能。,3,"[""Tradeoff""]"
L11102-Q048,L11,L11102,AI治理概念,若要量化模型對少數族群的不公平，『平均預測差異 (Average Prediction Difference)』屬於哪種公平指標？,過度正規化,個體公平,群體一致性,統計差異型 (Statistical Parity),D,屬統計比較群體平均預測差異。,3,"[""Fairness"", ""Statistical""]"
L11102-Q049,L11,L11102,AI治理概念,對抗樣本進行投毒 (Data Poisoning) 會在何階段注入惡意樣本？,瀏覽器快取,推論階段,前端介面渲染,訓練資料收集或訓練階段,D,投毒目標是影響模型學習。,3,"[""Security"", ""Poisoning""]"
L11102-Q050,L11,L11102,AI治理概念,『Model Provenance』在治理語境中意指？,模型語言,模型來源及演變追蹤,數據備份,螢幕刷新率,B,確保模型版本與來源可溯源。,3,"[""Provenance""]"
L11102-Q051,L11,L11102,AI治理概念,AI 治理流程若採用『Hazard Analysis and Risk?Based Control (HARPC)』類似思維，其主要步驟不包含？,隨機關閉模型,識別危害,制定控制措施,監控並驗證,A,隨機關閉模型非 HARPC 步驟。,3,"[""HARPC"", ""Risk""]"
L11102-Q052,L11,L11102,AI治理概念,若機器學習系統使用外部開源模型，應用『SBOM (Software Bill of Materials)』可 ______。,降低 GPU 功耗,加快推論速度,列出組件與依賴以利安全審計,增加頁面互動,C,SBOM 有助識別漏洞。,3,"[""SBOM"", ""Supply Chain""]"
L11102-Q053,L11,L11102,AI治理概念,設計 AI 治理 KPI 時，『時間到偵測 (Time?to?Detect)』計量旨在評估？,RAM 使用率,模型推論秒數,網路延遲,從問題發生到被發現所需時間,D,TtD 越短治理越佳。,3,"[""KPI"", ""監控""]"
L11102-Q054,L11,L11102,AI治理概念,『Ethics?as?Code』概念建議將倫理原則 ______。,僅寫在手冊,以程式邏輯形式化並自動執行,交由 HR 管理,忽略,B,將倫理內嵌至程式確保一致。,3,"[""Ethics-as-code""]"
L11102-Q055,L11,L11102,AI治理概念,在多方安全計算 (MPC) 中，主要透過 ______ 使多方可協同訓練但不洩漏資料。,公用雲端儲存,密碼學協定分割機密,壓縮檔案,UI 設計,B,MPC 透過 secret sharing 保護資料。,3,"[""MPC"", ""Privacy""]"
L11102-Q056,L11,L11102,AI治理概念,可擴充負責任 AI 模型治理流程常採用哪些 DevSecOps 實踐？,關閉 CI/CD,人工複製檔案,自動化安全測試與持續監控,停用版本控制,C,DevSecOps 將安全內嵌開發流程。,3,"[""DevSecOps""]"
L11102-Q057,L11,L11102,AI治理概念,面對大型語言模型的『幻覺 (Hallucination)』問題，治理上推薦？,設置事實檢查與引用驗證機制,增加隨機采樣溫度,關閉注意力機制,減少參數,A,事實檢查可減少不實內容。,3,"[""Hallucination"", ""Governance""]"
L11102-Q058,L11,L11102,AI治理概念,AI 系統的『Red Teaming』測試主要目的是？,加快推論,模擬攻擊找出弱點,美化 UI,降低解析度,B,類似滲透測試，找出系統漏洞。,3,"[""Red Team"", ""Security""]"
L11102-Q059,L11,L11102,AI治理概念,在 AI 治理中使用『Formal Methods』可？,減少網路封包,提高螢幕亮度,以數學證明系統性質正確,壓縮圖片,C,形式驗證保障安全性。,3,"[""Formal Methods""]"
L11102-Q060,L11,L11102,AI治理概念,『Impact Assessment』報告需包含對 ______ 的潛在影響分析。,顯示器型號,GPU 製造商,汽車排氣量,個人、社會與環境,D,全面影響評估確保負責任。,3,"[""Impact Assessment""]"
L11102-Q061,L11,L11102,AI治理概念,聯邦學習 (Federated Learning) 在治理上的優勢之一是？,資料無需集中降低隱私風險,減少程式碼量,提高鍵盤反饋,增加硬碟空間,A,分散訓練保護個資。,3,"[""Federated Learning""]"
L11102-Q062,L11,L11102,AI治理概念,若 AI 系統在醫療診斷中出錯，根據『產品責任法』，責任歸屬可能落在？,掃描儀器,病患,製造/部屬方,供應鏈物流,C,製造或提供者需負產品責任。,3,"[""Liability""]"
L11102-Q063,L11,L11102,AI治理概念,『Algorithmic Impact Assessment (AIA)』流程通常不含哪一步？,利益相關者參與,隨機刪除所有資料,風險映射,緩解策略,B,刪資料並非 AIA 步驟。,3,"[""AIA""]"
L11102-Q064,L11,L11102,AI治理概念,利用『水印 (Watermark)』技術於生成影像，可幫助？,提高解析度,追溯來源與驗證真偽,減少噪聲,修改顏色,B,水印支持治理與版權。,3,"[""Watermark""]"
L11102-Q065,L11,L11102,AI治理概念,跨境資料傳輸治理常需符合哪一項國際機制？,MAC 位址,標準契約條款 (SCC),DNS 協議,SMTP,B,SCC 規定跨境資料傳輸保護。,3,"[""跨境"", ""SCC""]"
L11102-Q066,L11,L11102,AI治理概念,若模型使用受著作權保護的資料，治理上應考量？,降低學習率,增加 GPU 數,授權與版權合規,隨機初始化,C,需確保合法使用。,3,"[""IP"", ""Governance""]"
L11102-Q067,L11,L11102,AI治理概念,『Continuous Compliance』在 AI 治理表示？,只在開發階段檢查,年度一次審計即可,持續自動監測保證符合法規,關閉監控,C,自動化監控確保長期合規。,3,"[""Compliance""]"
L12101-Q001,L12,L12101,No Code / Low Code的基本概念,No Code 平台的最大特色是？,僅命令列介面,強制編譯 C 程式,拖放式視覺化開發,僅限本機部署,C,選項「拖放式視覺化開發」最符合題意，因此正確。,1,"[""LCNC"", ""NoC""]"
L12101-Q002,L12,L12101,No Code / Low Code的基本概念,Low Code 與傳統全程式開發相比，可帶來？,更短的開發週期,更高的指令集覆蓋,更低的 UI 互動性,必須寫組語,A,選項「更短的開發週期」最符合題意，因此正確。,1,"[""LCNC"", ""Low""]"
L12101-Q003,L12,L12101,No Code / Low Code的基本概念,以下哪一個屬於 No Code 網站建置工具？,gcc,Makefile,vi,Wix,D,選項「Wix」最符合題意，因此正確。,1,"[""LCNC"", ""以下哪""]"
L12101-Q004,L12,L12101,No Code / Low Code的基本概念,RPA (Robotic Process Automation) 主要用途？,聲音編碼,訓練深度神經網路,高頻硬體渲染,自動執行重複性業務流程,D,選項「自動執行重複性業務流程」最符合題意，因此正確。,1,"[""LCNC"", ""RPA""]"
L12101-Q005,L12,L12101,No Code / Low Code的基本概念,Citizen Developer 這個術語指？,非 IT 部門的業務開發者,政府軟體工程師,核心韌體維護者,網路設備管理員,A,選項「非 IT 部門的業務開發者」最符合題意，因此正確。,1,"[""LCNC"", ""Cit""]"
L12101-Q006,L12,L12101,No Code / Low Code的基本概念,No Code 價格模式最常見？,代幣挖礦付費,一次性盒裝授權,SaaS 訂閱制,硬體租賃,C,選項「SaaS 訂閱制」最符合題意，因此正確。,1,"[""LCNC"", ""NoC""]"
L12101-Q007,L12,L12101,No Code / Low Code的基本概念,Workflow 編排通常以什麼圖形呈現？,ASCII 藝術,B 樹,節點/箭頭流程圖,PCIe 拓撲圖,C,選項「節點/箭頭流程圖」最符合題意，因此正確。,1,"[""LCNC"", ""Wor""]"
L12101-Q008,L12,L12101,No Code / Low Code的基本概念,Schema?less NoSQL 資料庫在 PoC 階段的優勢？,強制 ACID 交易,不需事先定義欄位結構,完整 SQL2003 規格,支援 UEFI,B,選項「不需事先定義欄位結構」最符合題意，因此正確。,1,"[""LCNC"", ""Sch""]"
L12101-Q009,L12,L12101,No Code / Low Code的基本概念,在 No Code 平台中版本控制常透過？,自動快照/還原,手動 git rebase,diff 二進位,TFTP,A,選項「自動快照/還原」最符合題意，因此正確。,1,"[""LCNC"", ""在No""]"
L12101-Q010,L12,L12101,No Code / Low Code的基本概念,Serverless 與 No Code 結合可？,增加螢幕亮度,提升 8K 即時編碼,免維運後端且依用量計費,減低 DPI,C,選項「免維運後端且依用量計費」最符合題意，因此正確。,1,"[""LCNC"", ""Ser""]"
L12101-Q011,L12,L12101,No Code / Low Code的基本概念,哪一項屬於流程自動化 No Code 平台？,tmux,Photoshop,Zapier,ffmpeg,C,選項「Zapier」最符合題意，因此正確。,1,"[""LCNC"", ""哪一項""]"
L12101-Q012,L12,L12101,No Code / Low Code的基本概念,視覺化表單驗證常使用？,EEPROM 與 I2C,BIOS 旗標,規則/正則設定,手動 hex 編輯,C,選項「規則/正則設定」最符合題意，因此正確。,1,"[""LCNC"", ""視覺化""]"
L12101-Q013,L12,L12101,No Code / Low Code的基本概念,IFTTT 的運作模式為？,批次輪詢寫檔,事件觸發→動作,同步阻塞輪詢,DMA 直接存取,B,選項「事件觸發→動作」最符合題意，因此正確。,1,"[""LCNC"", ""IFT""]"
L12101-Q014,L12,L12101,No Code / Low Code的基本概念,拖放式 UI 所見即所得英文字首為？,FIFO,WYSIWYG,CRUD,CI/CD,B,選項「WYSIWYG」最符合題意，因此正確。,1,"[""LCNC"", ""拖放式""]"
L12101-Q015,L12,L12101,No Code / Low Code的基本概念,Low Code 平台常以 ______ 做前端擴充語言？,8086 ASM,Pascal,VHDL,JavaScript,D,選項「JavaScript」最符合題意，因此正確。,1,"[""LCNC"", ""Low""]"
L12101-Q016,L12,L12101,No Code / Low Code的基本概念,多租戶 (Multi?tenant) SaaS 最需注意？,螢幕刷新率,資料隔離與權限分層,冷卻管路,HVAC 風速,B,選項「資料隔離與權限分層」最符合題意，因此正確。,1,"[""LCNC"", ""多租戶""]"
L12101-Q017,L12,L12101,No Code / Low Code的基本概念,No Code Dashboard 工具範例？,Google Data Studio,GIMP,Wireshark,Tcpdump,A,選項「Google Data Studio」最符合題意，因此正確。,1,"[""LCNC"", ""NoC""]"
L12101-Q018,L12,L12101,No Code / Low Code的基本概念,Workflow 條件判斷元件常以？,布林條件/表達式,UART,PWM,I2C,A,選項「布林條件/表達式」最符合題意，因此正確。,1,"[""LCNC"", ""Wor""]"
L12101-Q019,L12,L12101,No Code / Low Code的基本概念,拖放式 AppGyver 主要用於？,跨平台行動 App,BIOS 編輯,NAS 韌體,VPN 伺服器,A,選項「跨平台行動 App」最符合題意，因此正確。,1,"[""LCNC"", ""拖放式""]"
L12101-Q020,L12,L12101,No Code / Low Code的基本概念,RPA 機器人帳號應該設定？,最小必要權限,Domain Admin,匿名 guest,Root 免密碼,A,選項「最小必要權限」最符合題意，因此正確。,1,"[""LCNC"", ""RPA""]"
L12101-Q021,L12,L12101,No Code / Low Code的基本概念,No Code 工具的 Marketplace 通常提供？,GPU 風扇,CPU 微碼,螢幕插座,預製模板與外掛,D,選項「預製模板與外掛」最符合題意，因此正確。,1,"[""LCNC"", ""NoC""]"
L12101-Q022,L12,L12101,No Code / Low Code的基本概念,導出原始碼 (Export Code) 功能可？,提升 HDR 對比,關閉 SSL,降低供應商鎖定,降低網速,C,選項「降低供應商鎖定」最符合題意，因此正確。,1,"[""LCNC"", ""導出原""]"
L12101-Q023,L12,L12101,No Code / Low Code的基本概念,Low Code Model?Driven 設計的核心？,以資料/元模型驅動 UI 與邏輯,以電壓驅動時脈,以 BIOS 旗標驅動,以色彩曲線驅動,A,選項「以資料/元模型驅動 UI 與邏輯」最符合題意，因此正確。,2,"[""LCNC"", ""Low""]"
L12101-Q024,L12,L12101,No Code / Low Code的基本概念,AutoML 服務在 LCNC 中可自動完成？,特徵工程及模型超參選擇,BIOS 超頻,聲音抗噪,Vsync 鎖定,A,選項「特徵工程及模型超參選擇」最符合題意，因此正確。,2,"[""LCNC"", ""Aut""]"
L12101-Q025,L12,L12101,No Code / Low Code的基本概念,Parallel Gateway 在 Workflow 中代表？,GPU 帶寬配置,強制單線程,併發執行多條路徑,HDMI 分路,C,選項「併發執行多條路徑」最符合題意，因此正確。,2,"[""LCNC"", ""Par""]"
L12101-Q026,L12,L12101,No Code / Low Code的基本概念,Template Governance 目的？,關閉 DHCP,控制螢幕 Gamma,審核/控管模板品質,調整 PWM,C,選項「審核/控管模板品質」最符合題意，因此正確。,2,"[""LCNC"", ""Tem""]"
L12101-Q027,L12,L12101,No Code / Low Code的基本概念,Shadow IT 在 LCNC 領域的成因？,PSU 超載,UPS 電量不足,業務可自行上雲開發,FPS 無限,C,選項「業務可自行上雲開發」最符合題意，因此正確。,2,"[""LCNC"", ""Sha""]"
L12101-Q028,L12,L12101,No Code / Low Code的基本概念,避免 Vendor Lock?in 的技術做法？,支援導出標準原碼或 REST API,僅支援私有 CLI,移除 SDK,限制 JSON,A,選項「支援導出標準原碼或 REST API」最符合題意，因此正確。,2,"[""LCNC"", ""避免V""]"
L12101-Q029,L12,L12101,No Code / Low Code的基本概念,安全沙箱對於插件的重要性？,增加電壓,提升解析度,降低扇噪,隔離執行避免越權,D,選項「隔離執行避免越權」最符合題意，因此正確。,2,"[""LCNC"", ""安全沙""]"
L12101-Q030,L12,L12101,No Code / Low Code的基本概念,事件驅動 Workflow 比輪詢效率高原因？,無需固定間隔檢查,增加 PWM,CPU Duty 降,I/O Wait 增,A,選項「無需固定間隔檢查」最符合題意，因此正確。,2,"[""LCNC"", ""事件驅""]"
L12101-Q031,L12,L12101,No Code / Low Code的基本概念,iPaaS 在 No Code 架構中的角色？,色彩校正,GPU 串流,連接/整合異質系統,磁碟重格式化,C,選項「連接/整合異質系統」最符合題意，因此正確。,2,"[""LCNC"", ""iPa""]"
L12101-Q032,L12,L12101,No Code / Low Code的基本概念,RPA 錄製流程易失效主因？,NTFS ACL,UI 元素定位改變,FSB 降低,螢幕 PPI 變動,B,選項「UI 元素定位改變」最符合題意，因此正確。,2,"[""LCNC"", ""RPA""]"
L12101-Q033,L12,L12101,No Code / Low Code的基本概念,Data Lineage 對治理的幫助？,增強音量,可追蹤資料來源及流向,減少 Frame Drop,固定背光,B,選項「可追蹤資料來源及流向」最符合題意，因此正確。,2,"[""LCNC"", ""Dat""]"
L12101-Q034,L12,L12101,No Code / Low Code的基本概念,Design?to?Code 流程首要步驟？,跑 MemTest,重開機,刷新 CMOS,解析設計稿為元件,D,選項「解析設計稿為元件」最符合題意，因此正確。,2,"[""LCNC"", ""Des""]"
L12101-Q035,L12,L12101,No Code / Low Code的基本概念,LCNC 微服務化後的挑戰？,跨服務依賴與版本管理,PWM 變頻,GPU 翻倍,LCD 漏光,A,選項「跨服務依賴與版本管理」最符合題意，因此正確。,2,"[""LCNC"", ""LCN""]"
L12101-Q036,L12,L12101,No Code / Low Code的基本概念,多環境部署 (Dev/QA/Prod) 通常透過？,光碟片,FTP 手動複製,U 盤安裝,一鍵推送/管線,D,選項「一鍵推送/管線」最符合題意，因此正確。,2,"[""LCNC"", ""多環境""]"
L12101-Q037,L12,L12101,No Code / Low Code的基本概念,DataOps 在 LCNC 需關注？,PCIe Lane,ISO 檔校驗,UART 波特率,資料版本/血統追蹤,D,選項「資料版本/血統追蹤」最符合題意，因此正確。,2,"[""LCNC"", ""Dat""]"
L12101-Q038,L12,L12101,No Code / Low Code的基本概念,Serverless 冷啟延遲對 No Code 流程影響？,PWM 抑制,提升 HDMI HDR,第一次呼叫變慢,DNS Flush,C,選項「第一次呼叫變慢」最符合題意，因此正確。,2,"[""LCNC"", ""Ser""]"
L12101-Q039,L12,L12101,No Code / Low Code的基本概念,Plugin SDK 最重要文件？,介面/事件生命週期,JTAG 指令表,USB 描述符,PCI Bridge,A,選項「介面/事件生命週期」最符合題意，因此正確。,2,"[""LCNC"", ""Plu""]"
L12101-Q040,L12,L12101,No Code / Low Code的基本概念,多租戶 SaaS 資料隔離可用？,單一 DB 共用 Table,Row?Level Security,共享帳號,明文日誌,B,選項「Row?Level Security」最符合題意，因此正確。,2,"[""LCNC"", ""多租戶""]"
L12101-Q041,L12,L12101,No Code / Low Code的基本概念,治理 Dashboard 常見 KPI？,HDR 洩漏率,GPU 越界率,PWM 死區,變更審核通過率,D,選項「變更審核通過率」最符合題意，因此正確。,2,"[""LCNC"", ""治理D""]"
L12101-Q042,L12,L12101,No Code / Low Code的基本概念,自動資料驗證常見方式？,手寫匯編,視覺規則編輯器,Core Dump 分析,JTAG 掃描,B,選項「視覺規則編輯器」最符合題意，因此正確。,2,"[""LCNC"", ""自動資""]"
L12101-Q043,L12,L12101,No Code / Low Code的基本概念,事件佇列順序不一致會導致？,Gamma 失衡,HDCP 停止,增色帶,流程非預期結果,D,選項「流程非預期結果」最符合題意，因此正確。,2,"[""LCNC"", ""事件佇""]"
L12101-Q044,L12,L12101,No Code / Low Code的基本概念,Policy as Code 在 LCNC 的優點？,增加背光 PWM,降低電壓,提升顯示解析度,程式化統一規則,D,選項「程式化統一規則」最符合題意，因此正確。,2,"[""LCNC"", ""Pol""]"
L12101-Q045,L12,L12101,No Code / Low Code的基本概念,Low Code DevOps GUI 編排缺點？,電源紋波增加,可程式彈性較低,PSNR 降低,Vsync 模糊,B,選項「可程式彈性較低」最符合題意，因此正確。,2,"[""LCNC"", ""Low""]"
L12101-Q046,L12,L12101,No Code / Low Code的基本概念,Low Code DSL 存在的最大價值？,提升光亮度,加快記憶體存取,以業務語意抽象減少程式碼,增加 CPU Cycle,C,選項「以業務語意抽象減少程式碼」最符合題意，因此正確。,3,"[""LCNC"", ""Low""]"
L12101-Q047,L12,L12101,No Code / Low Code的基本概念,Workflow 版本衝突常見解法？,強制覆蓋,Branch 合併審查,二進位 patch,重灌 OS,B,選項「Branch 合併審查」最符合題意，因此正確。,3,"[""LCNC"", ""Wor""]"
L12101-Q048,L12,L12101,No Code / Low Code的基本概念,Serverless 部署 LCNC 時最需關注？,執行 Timeout 與記憶體限制,色彩飽和度,機殼噪音,MAC 地址,A,選項「執行 Timeout 與記憶體限制」最符合題意，因此正確。,3,"[""LCNC"", ""Ser""]"
L12101-Q049,L12,L12101,No Code / Low Code的基本概念,跨雲部署 LCNC 面臨的挑戰？,SD 卡速度,PSU 容量,IR 信號,不同雲 API/服務差異,D,選項「不同雲 API/服務差異」最符合題意，因此正確。,3,"[""LCNC"", ""跨雲部""]"
L12101-Q050,L12,L12101,No Code / Low Code的基本概念,事件佇列觸發流程需注意？,色溫校準,訊息順序保持與重播策略,Gamma 曲線,USB 3.1 模式,B,選項「訊息順序保持與重播策略」最符合題意，因此正確。,3,"[""LCNC"", ""事件佇""]"
L12101-Q051,L12,L12101,No Code / Low Code的基本概念,Low Code 容器化 DevSecOps 重點？,超頻電壓,映像掃描與最小權限,降低 Vsync,提升 PPI,B,選項「映像掃描與最小權限」最符合題意，因此正確。,3,"[""LCNC"", ""Low""]"
L12101-Q052,L12,L12101,No Code / Low Code的基本概念,Data Fabric 結合 LCNC 的價值？,統一資料存取層與治理,提升 PWM 頻率,增加散熱面積,擴大色域,A,選項「統一資料存取層與治理」最符合題意，因此正確。,3,"[""LCNC"", ""Dat""]"
L12101-Q053,L12,L12101,No Code / Low Code的基本概念,Meta?Model Repository 能解決？,HDR 太高,BIOS 版本,PSNR 翻倍,多專案元資料版本一致,D,選項「多專案元資料版本一致」最符合題意，因此正確。,3,"[""LCNC"", ""Met""]"
L12101-Q054,L12,L12101,No Code / Low Code的基本概念,報表快速產生在大規模資料下瓶頸？,風扇噪音,查詢延遲與客戶端渲染,PWM 光暈,CR2032 電量,B,選項「查詢延遲與客戶端渲染」最符合題意，因此正確。,3,"[""LCNC"", ""報表快""]"
L12101-Q055,L12,L12101,No Code / Low Code的基本概念,GitOps 與 GUI Pipeline 的主要差異？,亮度調整,審核/回滾與程式化,PWM 過載,VGA 模式,B,選項「審核/回滾與程式化」最符合題意，因此正確。,3,"[""LCNC"", ""Git""]"
L12101-Q056,L12,L12101,No Code / Low Code的基本概念,LCNC SRE 監控核心指標是？,Gamma,PSNR,可用性 (Availability)、錯誤率,TPS,C,選項「可用性 (Availability)、錯誤率」最符合題意，因此正確。,3,"[""LCNC"", ""LCN""]"
L12101-Q057,L12,L12101,No Code / Low Code的基本概念,低代碼微服務拆分難點？,PWM ?值,跨服務事務與依賴管理,GPU 驅動,HDMI 速率,B,選項「跨服務事務與依賴管理」最符合題意，因此正確。,3,"[""LCNC"", ""低代碼""]"
L12101-Q058,L12,L12101,No Code / Low Code的基本概念,Design?to?Code 規格不一致將造成？,風扇 RPM,產出 UI 與設計落差,PWM 抖動,USB Hot?plug,B,選項「產出 UI 與設計落差」最符合題意，因此正確。,3,"[""LCNC"", ""Des""]"
L12101-Q059,L12,L12101,No Code / Low Code的基本概念,Policy as Code 落地 LCNC 的挑戰？,Vcore 上升,顯示器閃爍,PWM Leakage,缺乏可程式介面/鉤子,D,選項「缺乏可程式介面/鉤子」最符合題意，因此正確。,3,"[""LCNC"", ""Pol""]"
L12101-Q060,L12,L12101,No Code / Low Code的基本概念,Container 化帶來成本？,額外運行時與映像管理,電容老化,Fans Keep Alive,Luma Upscale,A,選項「額外運行時與映像管理」最符合題意，因此正確。,3,"[""LCNC"", ""Con""]"
L12101-Q061,L12,L12101,No Code / Low Code的基本概念,Workflow Orchestration 與 Choreography 治理差異？,IPS vs VA,MIPI vs LVDS,集中 vs 去中心,SATA vs NVMe,C,選項「集中 vs 去中心」最符合題意，因此正確。,3,"[""LCNC"", ""Wor""]"
L12101-Q062,L12,L12101,No Code / Low Code的基本概念,DRY 原則在視覺化開發中難以落實因？,色域限制,PWM 漂移,元件複製容易重複邏輯,PSU Inductor,C,選項「元件複製容易重複邏輯」最符合題意，因此正確。,3,"[""LCNC"", ""DRY""]"
L12101-Q063,L12,L12101,No Code / Low Code的基本概念,No Code 報表在巨量資料時需？,分頁查詢/Async Loading,增加亮度,升級 BIOS,改水冷,A,選項「分頁查詢/Async Loading」最符合題意，因此正確。,3,"[""LCNC"", ""NoC""]"
L12101-Q064,L12,L12101,No Code / Low Code的基本概念,Serverless 冷啟優化策略？,DDR5 升級,換導熱膏,PWM 高頻,預熱保持容器活動,D,選項「預熱保持容器活動」最符合題意，因此正確。,3,"[""LCNC"", ""Ser""]"
L12101-Q065,L12,L12101,No Code / Low Code的基本概念,多租戶資料隔離可透過？,IP 白名單,資料庫 Row?Level Security,PWM,SSD Trim,B,選項「資料庫 Row?Level Security」最符合題意，因此正確。,3,"[""LCNC"", ""多租戶""]"
L12101-Q066,L12,L12101,No Code / Low Code的基本概念,DataOps 血統追蹤可避免？,散熱不足,色溫偏移,數據來源不明/錯用,Vsync Tearing,C,選項「數據來源不明/錯用」最符合題意，因此正確。,3,"[""LCNC"", ""Dat""]"
L12101-Q067,L12,L12101,No Code / Low Code的基本概念,Integration Flow 延遲瓶頸常出現在？,LCD 反應,GPU 核心,PWM 陰影,串行連接器呼叫 (Connector),D,選項「串行連接器呼叫 (Connector)」最符合題意，因此正確。,3,"[""LCNC"", ""Int""]"
